"SEQ","MOVEDATE","COMPOUNDPOS_FROM","COMPOUNDPOS_TO","UNITNR","LOCATION","SEQ","UNITTYPE","ADDRESS_CLIENT","MOVETYPE"
4121398,2021-02-05 18:27:00,"43.02.1",TOUT,TLLU 165835 3,CTTROT,1861250,"45PW",$PCCGDY,Gate out train
4121694,2021-02-05 21:28:00,TOUT,,TLLU 165835 3,CTTROT,1861250,"45PW",$PCCGDY,Rotzooi
4120178,2021-02-05 12:10:00,,TRUCK,TLLU 320813 9,CTTROT,1861461,"20DV",CTT,Rotzooi
4120211,2021-02-05 12:19:00,TRUCK,"48.06.1",TLLU 320813 9,CTTROT,1861461,"20DV",CTT,Gate in truck
4120999,2021-02-05 16:03:00,"48.06.1","53.06.2",TLLU 320813 9,CTTROT,1861461,"20DV",CTT,InternalMoveLocations
4122756,2021-02-07 12:27:00,"53.06.2","53.07.1",TLLU 320813 9,CTTROT,1861461,"20DV",CTT,InternalMoveLocations
4122836,2021-02-07 14:32:00,"53.07.1",BIJGEREDEN,TLLU 320813 9,CTTROT,1861461,"20DV",CTT,InternalMoveLocations
4119129,2021-02-04 22:05:00,,TRUCK,TLLU 462426 0,CTTROT,1861149,"40HC",CTT,Rotzooi
4119131,2021-02-04 22:08:00,TRUCK,"07.06.2",TLLU 462426 0,CTTROT,1861149,"40HC",CTT,Gate in truck
4120568,2021-02-05 13:57:00,"07.06.2",,TLLU 462426 0,CTTROT,1861149,"40HC",CTT,Rotzooi
4123450,2021-02-08 10:10:00,,TRUCK,TLLU 522226 5,CTTROT,1862190,"40HC",$PCCGDY,Rotzooi
4123473,2021-02-08 10:17:00,TRUCK,"35.07.1",TLLU 522226 5,CTTROT,1862190,"40HC",$PCCGDY,Gate in truck
4123814,2021-02-08 13:09:00,"35.07.1","37.02.1",TLLU 522226 5,CTTROT,1862190,"40HC",$PCCGDY,InternalMoveLocations
4124518,2021-02-08 19:07:00,"37.02.1","37.04.2",TLLU 522226 5,CTTROT,1862190,"40HC",$PCCGDY,InternalMoveLocations
4124893,2021-02-09 09:34:00,"37.04.2","39.02.2",TLLU 522226 5,CTTROT,1862190,"40HC",$PCCGDY,InternalMoveLocations
4114982,2021-02-03 10:23:00,,TIN,TLLU 589573 3,CTTROT,1860160,"40HC",$CONTBA,Rotzooi
4115044,2021-02-03 10:36:00,TIN,"17.01.1",TLLU 589573 3,CTTROT,1860160,"40HC",$CONTBA,Gate in train
4115049,2021-02-03 10:37:00,"17.01.1","21.02.2",TLLU 589573 3,CTTROT,1860160,"40HC",$CONTBA,InternalMoveLocations
4115050,2021-02-03 10:37:00,"21.02.2","19.02.2",TLLU 589573 3,CTTROT,1860160,"40HC",$CONTBA,InternalMoveLocations
4117389,2021-02-04 11:55:00,"19.02.2",TOUT,TLLU 589573 3,CTTROT,1860160,"40HC",$CONTBA,Gate out train
4118251,2021-02-04 16:12:00,TOUT,,TLLU 589573 3,CTTROT,1860160,"40HC",$CONTBA,Rotzooi
4114974,2021-02-03 10:23:00,,TIN,TLLU 598380 8,CTTROT,1860152,"40HC",$CONTBA,Rotzooi
4115020,2021-02-03 10:31:00,TIN,"37.01.1",TLLU 598380 8,CTTROT,1860152,"40HC",$CONTBA,Gate in train
4117432,2021-02-04 12:14:00,"37.01.1",TOUT,TLLU 598380 8,CTTROT,1860152,"40HC",$CONTBA,Gate out train
4118252,2021-02-04 16:12:00,TOUT,,TLLU 598380 8,CTTROT,1860152,"40HC",$CONTBA,Rotzooi
4116056,2021-02-03 17:19:00,,TRUCK,TRHU 109164 2,CTTROT,1860454,"20DV",CTT,Rotzooi
4116079,2021-02-03 17:29:00,TRUCK,BURGERHEK,TRHU 109164 2,CTTROT,1860454,"20DV",CTT,Rotzooi
4118410,2021-02-04 16:55:00,BURGERHEK,BIJGEREDEN,TRHU 109164 2,CTTROT,1860454,"20DV",CTT,Rotzooi
4119028,2021-02-04 20:05:00,BIJGEREDEN,BOUT,TRHU 109164 2,CTTROT,1860454,"20DV",CTT,Gate out barge
4119032,2021-02-04 20:06:00,BOUT,,TRHU 109164 2,CTTROT,1860454,"20DV",CTT,Rotzooi
4116548,2021-02-04 06:46:00,STOP5,BIJGEREDEN,TRHU 152925 6,CTTROT,1858801,"20DV",$CONTBA,Rotzooi
4117010,2021-02-04 09:34:00,BIJGEREDEN,BOUT,TRHU 152925 6,CTTROT,1858801,"20DV",$CONTBA,Gate out barge
4117092,2021-02-04 10:11:00,BOUT,,TRHU 152925 6,CTTROT,1858801,"20DV",$CONTBA,Rotzooi
4116362,2021-02-03 20:42:00,"43.03.3","41.03.2",TRHU 475605 8,CTTROT,1858629,"40HC",$CONTBA,InternalMoveLocations
4116696,2021-02-04 07:38:00,"41.03.2","41.04.1",TRHU 475605 8,CTTROT,1858629,"40HC",$CONTBA,InternalMoveLocations
4119218,2021-02-05 07:09:00,"41.04.1","39.06.1",TRHU 475605 8,CTTROT,1858629,"40HC",$CONTBA,InternalMoveLocations
4119228,2021-02-05 07:12:00,"39.06.1","17.06.2",TRHU 475605 8,CTTROT,1858629,"40HC",$CONTBA,InternalMoveLocations
4119231,2021-02-05 07:13:00,"17.06.2","19.06.1",TRHU 475605 8,CTTROT,1858629,"40HC",$CONTBA,InternalMoveLocations
4119297,2021-02-05 07:47:00,"19.06.1",TOUT,TRHU 475605 8,CTTROT,1858629,"40HC",$CONTBA,Gate out train
4119567,2021-02-05 09:10:00,TOUT,,TRHU 475605 8,CTTROT,1858629,"40HC",$CONTBA,Rotzooi
4119198,2021-02-05 07:01:00,"09.04.2","11.06.1",TRHU 475891 3,CTTROT,1858630,"40HC",$CONTBA,InternalMoveLocations
4119206,2021-02-05 07:05:00,"11.06.1","47.06.1",TRHU 475891 3,CTTROT,1858630,"40HC",$CONTBA,InternalMoveLocations
4119353,2021-02-05 08:08:00,"47.06.1",TOUT,TRHU 475891 3,CTTROT,1858630,"40HC",$CONTBA,Gate out train
4119568,2021-02-05 09:10:00,TOUT,,TRHU 475891 3,CTTROT,1858630,"40HC",$CONTBA,Rotzooi
4116370,2021-02-03 20:53:00,"43.03.1","41.02.2",TRHU 476346 3,CTTROT,1858631,"40HC",$CONTBA,InternalMoveLocations
4119195,2021-02-05 07:00:00,"41.02.2","39.06.1",TRHU 476346 3,CTTROT,1858631,"40HC",$CONTBA,InternalMoveLocations
4119212,2021-02-05 07:07:00,"39.06.1","17.06.2",TRHU 476346 3,CTTROT,1858631,"40HC",$CONTBA,InternalMoveLocations
4119227,2021-02-05 07:12:00,"17.06.2",TOUT,TRHU 476346 3,CTTROT,1858631,"40HC",$CONTBA,Gate out train
4119569,2021-02-05 09:10:00,TOUT,,TRHU 476346 3,CTTROT,1858631,"40HC",$CONTBA,Rotzooi
4121858,2021-02-06 09:11:00,,BIN,TRHU 532691 4,CTTROT,1861805,"40HC",CTT,Rotzooi
4121953,2021-02-06 09:51:00,BIN,TERM,TRHU 532691 4,CTTROT,1861805,"40HC",CTT,Gate in barge
4122225,2021-02-06 14:14:00,TERM,BOUT,TRHU 532691 4,CTTROT,1861805,"40HC",CTT,Rotzooi
4122246,2021-02-06 14:15:00,BOUT,,TRHU 532691 4,CTTROT,1861805,"40HC",CTT,Rotzooi
4116125,2021-02-03 18:00:00,,TRUCK,TRHU 538856 2,CTTROT,1860468,"40HC",$PCCGDY,Rotzooi
4116152,2021-02-03 18:08:00,TRUCK,"49.01.1",TRHU 538856 2,CTTROT,1860468,"40HC",$PCCGDY,Gate in truck
4116154,2021-02-03 18:09:00,"49.01.1","41.01.1",TRHU 538856 2,CTTROT,1860468,"40HC",$PCCGDY,InternalMoveLocations
4118315,2021-02-04 16:25:00,"41.01.1",TOUT,TRHU 538856 2,CTTROT,1860468,"40HC",$PCCGDY,Gate out train
4119067,2021-02-04 20:38:00,TOUT,,TRHU 538856 2,CTTROT,1860468,"40HC",$PCCGDY,Rotzooi
4115644,2021-02-03 14:47:00,,TRUCK,TRHU 538874 7,CTTROT,1860382,"40HC",$PCCGDY,Rotzooi
4115684,2021-02-03 15:01:00,TRUCK,"11.03.2",TRHU 538874 7,CTTROT,1860382,"40HC",$PCCGDY,Gate in truck
4116873,2021-02-04 08:39:00,"11.03.2","19.01.2",TRHU 538874 7,CTTROT,1860382,"40HC",$PCCGDY,InternalMoveLocations
4118352,2021-02-04 16:36:00,"19.01.2",TOUT,TRHU 538874 7,CTTROT,1860382,"40HC",$PCCGDY,Gate out train
4119069,2021-02-04 20:38:00,TOUT,,TRHU 538874 7,CTTROT,1860382,"40HC",$PCCGDY,Rotzooi
4118283,2021-02-04 16:18:00,,TRUCK,TRHU 539398 0,CTTROT,1861043,"40HC",$PCCGDY,Rotzooi
4118346,2021-02-04 16:34:00,TRUCK,TOUT,TRHU 539398 0,CTTROT,1861043,"40HC",$PCCGDY,Rotzooi
4119066,2021-02-04 20:38:00,TOUT,,TRHU 539398 0,CTTROT,1861043,"40HC",$PCCGDY,Rotzooi
4117727,2021-02-04 13:58:00,,TRUCK,TRHU 539445 7,CTTROT,1860869,"40HC",$PCCGDY,Rotzooi
4117756,2021-02-04 14:08:00,TRUCK,"13.03.1",TRHU 539445 7,CTTROT,1860869,"40HC",$PCCGDY,Gate in truck
4121737,2021-02-05 21:53:00,"13.03.1","13.06.1",TRHU 539445 7,CTTROT,1860869,"40HC",$PCCGDY,InternalMoveLocations
4121742,2021-02-05 21:56:00,"13.06.1","28.06.1",TRHU 539445 7,CTTROT,1860869,"40HC",$PCCGDY,InternalMoveLocations
4121745,2021-02-05 21:59:00,"28.06.1","27.06.1",TRHU 539445 7,CTTROT,1860869,"40HC",$PCCGDY,InternalMoveLocations
4121746,2021-02-05 22:00:00,"27.06.1",TOUT,TRHU 539445 7,CTTROT,1860869,"40HC",$PCCGDY,Gate out train
4121815,2021-02-05 23:19:00,TOUT,,TRHU 539445 7,CTTROT,1860869,"40HC",$PCCGDY,Rotzooi
4116336,2021-02-03 20:34:00,,TRUCK,TRHU 539470 8,CTTROT,1860510,"40HC",$PCCGDY,Rotzooi
4116365,2021-02-03 20:46:00,TRUCK,"41.01.2",TRHU 539470 8,CTTROT,1860510,"40HC",$PCCGDY,Gate in truck
4118301,2021-02-04 16:22:00,"41.01.2",TOUT,TRHU 539470 8,CTTROT,1860510,"40HC",$PCCGDY,Gate out train
4119068,2021-02-04 20:38:00,TOUT,,TRHU 539470 8,CTTROT,1860510,"40HC",$PCCGDY,Rotzooi
4120707,2021-02-05 14:46:00,,BIN,TRIU 856225 0,CTTROT,1861609,"40RH",CTT,Rotzooi
4120772,2021-02-05 15:01:00,BIN,TERM,TRIU 856225 0,CTTROT,1861609,"40RH",CTT,Gate in barge
4120978,2021-02-05 15:55:00,TERM,BIJGEREDEN,TRIU 856225 0,CTTROT,1861609,"40RH",CTT,InternalMoveLocations
4121931,2021-02-06 09:25:00,BIJGEREDEN,BOUT,TRIU 856225 0,CTTROT,1861609,"40RH",CTT,Gate out barge
4121981,2021-02-06 10:19:00,BOUT,,TRIU 856225 0,CTTROT,1861609,"40RH",CTT,Rotzooi
4120708,2021-02-05 14:46:00,,BIN,TRLU 189738 5,CTTROT,1861610,"40RH",CTT,Rotzooi
4120748,2021-02-05 14:54:00,BIN,TERM,TRLU 189738 5,CTTROT,1861610,"40RH",CTT,Gate in barge
4120977,2021-02-05 15:55:00,TERM,BIJGEREDEN,TRLU 189738 5,CTTROT,1861610,"40RH",CTT,InternalMoveLocations
4121932,2021-02-06 09:25:00,BIJGEREDEN,BOUT,TRLU 189738 5,CTTROT,1861610,"40RH",CTT,Gate out barge
4121982,2021-02-06 10:19:00,BOUT,,TRLU 189738 5,CTTROT,1861610,"40RH",CTT,Rotzooi
4124448,2021-02-08 18:26:00,,TRUCK,TRLU 652530 7,CTTROT,1862415,"40DV",$OCCVON,Rotzooi
4124468,2021-02-08 18:29:00,TRUCK,BIJGEREDEN,TRLU 652530 7,CTTROT,1862415,"40DV",$OCCVON,Rotzooi
4119103,2021-02-04 20:58:00,,TRUCK,TRLU 864376 2,CTTROT,1861142,"40DV",$CONTBA,Rotzooi
4119104,2021-02-04 21:03:00,TRUCK,"09.06.1",TRLU 864376 2,CTTROT,1861142,"40DV",$CONTBA,Gate in truck
4119110,2021-02-04 21:07:00,"09.06.1","11.04.2",TRLU 864376 2,CTTROT,1861142,"40DV",$CONTBA,InternalMoveLocations
4119273,2021-02-05 07:36:00,"11.04.2","09.04.1",TRLU 864376 2,CTTROT,1861142,"40DV",$CONTBA,InternalMoveLocations
4122783,2021-02-07 12:56:00,"09.04.1","37.02.1",TRLU 864376 2,CTTROT,1861142,"40DV",$CONTBA,InternalMoveLocations
4123765,2021-02-08 12:47:00,"37.02.1",TOUT,TRLU 864376 2,CTTROT,1861142,"40DV",$CONTBA,Gate out train
4114348,2021-02-03 07:16:00,BIJGEREDEN,BOUT,TRLU 876680 7,CTTROT,1859587,"45PW",$PCCGDY,Gate out barge
4114366,2021-02-03 07:18:00,BOUT,,TRLU 876680 7,CTTROT,1859587,"45PW",$PCCGDY,Rotzooi
4117878,2021-02-04 14:45:00,,TRUCK,TRLU 878965 4,CTTROT,1860941,"20DV",$PCCGDY,Rotzooi
4117901,2021-02-04 14:53:00,TRUCK,"18.06.2",TRLU 878965 4,CTTROT,1860941,"20DV",$PCCGDY,Gate in truck
4118820,2021-02-04 18:45:00,"18.06.2","15.01.2",TRLU 878965 4,CTTROT,1860941,"20DV",$PCCGDY,InternalMoveLocations
4122321,2021-02-06 15:32:00,"15.01.2",TOUT,TRLU 878965 4,CTTROT,1860941,"20DV",$PCCGDY,Gate out train
4122856,2021-02-07 14:40:00,TOUT,,TRLU 878965 4,CTTROT,1860941,"20DV",$PCCGDY,Rotzooi
4114840,2021-02-03 09:31:00,,TRUCK,TRLU 919558 0,CTTROT,1860111,"20DV",$PCCGDY,Rotzooi
4114915,2021-02-03 09:56:00,TRUCK,"14.01.2",TRLU 919558 0,CTTROT,1860111,"20DV",$PCCGDY,Gate in truck
4116191,2021-02-03 18:32:00,"14.01.2","15.01.1",TRLU 919558 0,CTTROT,1860111,"20DV",$PCCGDY,InternalMoveLocations
4118112,2021-02-04 15:42:00,"15.01.1","27.02.2",TRLU 919558 0,CTTROT,1860111,"20DV",$PCCGDY,InternalMoveLocations
4118114,2021-02-04 15:43:00,"27.02.2",TOUT,TRLU 919558 0,CTTROT,1860111,"20DV",$PCCGDY,Gate out train
4119051,2021-02-04 20:38:00,TOUT,,TRLU 919558 0,CTTROT,1860111,"20DV",$PCCGDY,Rotzooi
4119846,2021-02-05 10:20:00,,TRUCK,TRLU 930432 0,CTTROT,1861386,"20DV",$PCCGDY,Rotzooi
4120219,2021-02-05 12:24:00,TRUCK,"21.07.1",TRLU 930432 0,CTTROT,1861386,"20DV",$PCCGDY,Gate in truck
4120223,2021-02-05 12:25:00,"21.07.1","42.02.1",TRLU 930432 0,CTTROT,1861386,"20DV",$PCCGDY,InternalMoveLocations
4125016,2021-02-09 10:53:00,"42.02.1","46.01.2",TRLU 930432 0,CTTROT,1861386,"20DV",$PCCGDY,InternalMoveLocations
4114985,2021-02-03 10:23:00,,TIN,TRLU 933660 5,CTTROT,1860163,"20DV",$CONTBA,Rotzooi
4115066,2021-02-03 10:42:00,TIN,"09.01.1",TRLU 933660 5,CTTROT,1860163,"20DV",$CONTBA,Gate in train
4115068,2021-02-03 10:43:00,"09.01.1","15.03.1",TRLU 933660 5,CTTROT,1860163,"20DV",$CONTBA,InternalMoveLocations
4116829,2021-02-04 08:27:00,"15.03.1","15.02.2",TRLU 933660 5,CTTROT,1860163,"20DV",$CONTBA,InternalMoveLocations
4117413,2021-02-04 12:05:00,"15.02.2",TOUT,TRLU 933660 5,CTTROT,1860163,"20DV",$CONTBA,Gate out train
4118253,2021-02-04 16:12:00,TOUT,,TRLU 933660 5,CTTROT,1860163,"20DV",$CONTBA,Rotzooi
4121921,2021-02-06 09:16:00,,TIN,TRNU 112624 0,CTTROT,1861866,"20TK",$SHUTRO,Rotzooi
4122058,2021-02-06 10:51:00,TIN,"27.07.2",TRNU 112624 0,CTTROT,1861866,"20TK",$SHUTRO,Gate in train
4122059,2021-02-06 10:52:00,"27.07.2","26.07.1",TRNU 112624 0,CTTROT,1861866,"20TK",$SHUTRO,InternalMoveLocations
4122266,2021-02-06 14:37:00,"26.07.1","51.11.3",TRNU 112624 0,CTTROT,1861866,"20TK",$SHUTRO,InternalMoveLocations
4123819,2021-02-08 13:12:00,"51.11.3","46.11.1",TRNU 112624 0,CTTROT,1861866,"20TK",$SHUTRO,InternalMoveLocations
4123870,2021-02-08 13:39:00,"46.11.1",,TRNU 112624 0,CTTROT,1861866,"20TK",$SHUTRO,Rotzooi
4121902,2021-02-06 09:16:00,,TIN,TRNU 126036 8,CTTROT,1861848,"20TK",$SHUTRO,Rotzooi
4122071,2021-02-06 11:10:00,TIN,"38.07.1",TRNU 126036 8,CTTROT,1861848,"20TK",$SHUTRO,Gate in train
4122787,2021-02-07 12:59:00,"38.07.1","38.10.3",TRNU 126036 8,CTTROT,1861848,"20TK",$SHUTRO,InternalMoveLocations
4123053,2021-02-08 07:00:00,"38.10.3","45.09.3",TRNU 126036 8,CTTROT,1861848,"20TK",$SHUTRO,InternalMoveLocations
4123564,2021-02-08 11:12:00,"45.09.3",,TRNU 126036 8,CTTROT,1861848,"20TK",$SHUTRO,Rotzooi
4121906,2021-02-06 09:16:00,,TIN,TRNU 136111 0,CTTROT,1861851,"20TK",$SHUTRO,Rotzooi
4122072,2021-02-06 11:12:00,TIN,"39.07.1",TRNU 136111 0,CTTROT,1861851,"20TK",$SHUTRO,Gate in train
4122784,2021-02-07 12:57:00,"39.07.1","38.10.3",TRNU 136111 0,CTTROT,1861851,"20TK",$SHUTRO,InternalMoveLocations
4122785,2021-02-07 12:57:00,"38.10.3","37.10.3",TRNU 136111 0,CTTROT,1861851,"20TK",$SHUTRO,InternalMoveLocations
4123067,2021-02-08 07:10:00,"37.10.3","45.11.2",TRNU 136111 0,CTTROT,1861851,"20TK",$SHUTRO,InternalMoveLocations
4121895,2021-02-06 09:16:00,,TIN,TRNU 136115 2,CTTROT,1861841,"20TK",$SHUTRO,Rotzooi
4122086,2021-02-06 11:40:00,TIN,"21.06.2",TRNU 136115 2,CTTROT,1861841,"20TK",$SHUTRO,Gate in train
4122141,2021-02-06 12:26:00,"21.06.2","20.06.1",TRNU 136115 2,CTTROT,1861841,"20TK",$SHUTRO,InternalMoveLocations
4122145,2021-02-06 12:28:00,"20.06.1","50.11.3",TRNU 136115 2,CTTROT,1861841,"20TK",$SHUTRO,InternalMoveLocations
4122146,2021-02-06 12:29:00,"50.11.3","51.11.1",TRNU 136115 2,CTTROT,1861841,"20TK",$SHUTRO,InternalMoveLocations
4123830,2021-02-08 13:19:00,"51.11.1","51.10.3",TRNU 136115 2,CTTROT,1861841,"20TK",$SHUTRO,InternalMoveLocations
4123893,2021-02-08 13:56:00,"51.10.3","46.11.1",TRNU 136115 2,CTTROT,1861841,"20TK",$SHUTRO,InternalMoveLocations
4121907,2021-02-06 09:16:00,,TIN,TRNU 136119 4,CTTROT,1861852,"20TK",$SHUTRO,Rotzooi
4122085,2021-02-06 11:39:00,TIN,"21.06.1",TRNU 136119 4,CTTROT,1861852,"20TK",$SHUTRO,Gate in train
4122142,2021-02-06 12:26:00,"21.06.1","45.11.1",TRNU 136119 4,CTTROT,1861852,"20TK",$SHUTRO,InternalMoveLocations
4114673,2021-02-03 08:33:00,,TIN,TRNU 136120 8,CTTROT,1860072,"20TK",$SHUTRO,Rotzooi
4114691,2021-02-03 08:43:00,TIN,"30.06.2",TRNU 136120 8,CTTROT,1860072,"20TK",$SHUTRO,Gate in train
4114748,2021-02-03 09:01:00,"30.06.2","48.09.1",TRNU 136120 8,CTTROT,1860072,"20TK",$SHUTRO,InternalMoveLocations
4116678,2021-02-04 07:31:00,"48.09.1",,TRNU 136120 8,CTTROT,1860072,"20TK",$SHUTRO,Rotzooi
4120676,2021-02-05 14:34:00,,TRUCK,TTNU 152487 0,CTTROT,1861600,"20DV",$PCCGDY,Rotzooi
4120726,2021-02-05 14:49:00,TRUCK,"28.03.1",TTNU 152487 0,CTTROT,1861600,"20DV",$PCCGDY,Gate in truck
4119249,2021-02-05 07:25:00,,TRUCK,TTNU 163665 4,CTTROT,1861177,"20DV",$PCCGDY,Rotzooi
4119264,2021-02-05 07:30:00,TRUCK,"20.06.1",TTNU 163665 4,CTTROT,1861177,"20DV",$PCCGDY,Gate in truck
4119309,2021-02-05 07:52:00,"20.06.1","19.01.1",TTNU 163665 4,CTTROT,1861177,"20DV",$PCCGDY,InternalMoveLocations
4122317,2021-02-06 15:29:00,"19.01.1",TOUT,TTNU 163665 4,CTTROT,1861177,"20DV",$PCCGDY,Gate out train
4122860,2021-02-07 14:40:00,TOUT,,TTNU 163665 4,CTTROT,1861177,"20DV",$PCCGDY,Rotzooi
4116612,2021-02-04 07:10:00,"37.02.1","26.01.2",TTNU 219006 3,CTTROT,1858866,"20DV",$PCCGDY,InternalMoveLocations
4117500,2021-02-04 12:36:00,,TRUCK,TTNU 317814 4,CTTROT,1860804,"20DV",$PCCGDY,Rotzooi
4117516,2021-02-04 12:43:00,TRUCK,"27.02.2",TTNU 317814 4,CTTROT,1860804,"20DV",$PCCGDY,Gate in truck
4117517,2021-02-04 12:43:00,"27.02.2","29.02.1",TTNU 317814 4,CTTROT,1860804,"20DV",$PCCGDY,InternalMoveLocations
4117518,2021-02-04 12:44:00,"29.02.1","36.02.2",TTNU 317814 4,CTTROT,1860804,"20DV",$PCCGDY,InternalMoveLocations
4118690,2021-02-04 18:05:00,"36.02.2","35.01.2",TTNU 317814 4,CTTROT,1860804,"20DV",$PCCGDY,InternalMoveLocations
4120937,2021-02-05 15:46:00,"35.01.2",TOUT,TTNU 317814 4,CTTROT,1860804,"20DV",$PCCGDY,Gate out train
4121658,2021-02-05 21:28:00,TOUT,,TTNU 317814 4,CTTROT,1860804,"20DV",$PCCGDY,Rotzooi
4120204,2021-02-05 12:17:00,,TRUCK,TTNU 370585 7,CTTROT,1861468,"20DV",$PCCGDY,Rotzooi
4120215,2021-02-05 12:22:00,TRUCK,"23.06.1",TTNU 370585 7,CTTROT,1861468,"20DV",$PCCGDY,Gate in truck
4121785,2021-02-05 22:49:00,"23.06.1","27.02.2",TTNU 370585 7,CTTROT,1861468,"20DV",$PCCGDY,InternalMoveLocations
4124449,2021-02-08 18:26:00,,TRUCK,TTNU 436472 9,CTTROT,1862416,"40DV",$OCCVON,Rotzooi
4124471,2021-02-08 18:29:00,TRUCK,BIJGEREDEN,TTNU 436472 9,CTTROT,1862416,"40DV",$OCCVON,Rotzooi
4124450,2021-02-08 18:26:00,,TRUCK,TTNU 436564 3,CTTROT,1862417,"40DV",$OCCVON,Rotzooi
4124472,2021-02-08 18:29:00,TRUCK,BIJGEREDEN,TTNU 436564 3,CTTROT,1862417,"40DV",$OCCVON,Rotzooi
4124451,2021-02-08 18:26:00,,TRUCK,TTNU 492869 1,CTTROT,1862418,"40DV",$OCCVON,Rotzooi
4124473,2021-02-08 18:29:00,TRUCK,BIJGEREDEN,TTNU 492869 1,CTTROT,1862418,"40DV",$OCCVON,Rotzooi
4124452,2021-02-08 18:26:00,,TRUCK,TTNU 534492 2,CTTROT,1862419,"40DV",$OCCVON,Rotzooi
4124474,2021-02-08 18:29:00,TRUCK,BIJGEREDEN,TTNU 534492 2,CTTROT,1862419,"40DV",$OCCVON,Rotzooi
4124453,2021-02-08 18:27:00,,TRUCK,TTNU 535090 4,CTTROT,1862420,"40DV",$OCCVON,Rotzooi
4124477,2021-02-08 18:30:00,TRUCK,BIJGEREDEN,TTNU 535090 4,CTTROT,1862420,"40DV",$OCCVON,Rotzooi
4124454,2021-02-08 18:27:00,,TRUCK,TTNU 540872 9,CTTROT,1862421,"40DV",$OCCVON,Rotzooi
4124476,2021-02-08 18:29:00,TRUCK,BIJGEREDEN,TTNU 540872 9,CTTROT,1862421,"40DV",$OCCVON,Rotzooi
4124455,2021-02-08 18:27:00,,TRUCK,TTNU 561802 6,CTTROT,1862422,"40DV",$OCCVON,Rotzooi
4124475,2021-02-08 18:29:00,TRUCK,BIJGEREDEN,TTNU 561802 6,CTTROT,1862422,"40DV",$OCCVON,Rotzooi
4124456,2021-02-08 18:27:00,,TRUCK,TTNU 594044 9,CTTROT,1862423,"40DV",$OCCVON,Rotzooi
4124479,2021-02-08 18:30:00,TRUCK,BIJGEREDEN,TTNU 594044 9,CTTROT,1862423,"40DV",$OCCVON,Rotzooi
4114664,2021-02-03 08:33:00,,TIN,TWRU 126720 2,CTTROT,1860063,"20TK",$SHUTRO,Rotzooi
4114701,2021-02-03 08:46:00,TIN,"31.06.3",TWRU 126720 2,CTTROT,1860063,"20TK",$SHUTRO,Gate in train
4114743,2021-02-03 08:59:00,"31.06.3","48.09.1",TWRU 126720 2,CTTROT,1860063,"20TK",$SHUTRO,InternalMoveLocations
4114744,2021-02-03 08:59:00,"48.09.1","49.11.1",TWRU 126720 2,CTTROT,1860063,"20TK",$SHUTRO,InternalMoveLocations
4116679,2021-02-04 07:31:00,"49.11.1",,TWRU 126720 2,CTTROT,1860063,"20TK",$SHUTRO,Rotzooi
4120434,2021-02-05 13:19:00,,TRUCK,TWRU 133008 0,CTTROT,1861545,"23TK",$PCCGDY,Rotzooi
4120455,2021-02-05 13:23:00,TRUCK,"17.14.2",TWRU 133008 0,CTTROT,1861545,"23TK",$PCCGDY,Gate in truck
4120763,2021-02-05 14:58:00,"17.14.2","08.13.1",TWRU 133008 0,CTTROT,1861545,"23TK",$PCCGDY,InternalMoveLocations
4120766,2021-02-05 14:59:00,"08.13.1","17.12.1",TWRU 133008 0,CTTROT,1861545,"23TK",$PCCGDY,InternalMoveLocations
4121034,2021-02-05 16:11:00,"17.12.1","17.17.1",TWRU 133008 0,CTTROT,1861545,"23TK",$PCCGDY,InternalMoveLocations
4121095,2021-02-05 16:38:00,"17.17.1","17.12.1",TWRU 133008 0,CTTROT,1861545,"23TK",$PCCGDY,InternalMoveLocations
4123236,2021-02-08 08:41:00,"17.12.1","12.12.1",TWRU 133008 0,CTTROT,1861545,"23TK",$PCCGDY,InternalMoveLocations
4124197,2021-02-08 16:35:00,,TRUCK,TWSU 271148 6,CTTROT,1862357,"26TK",$PCCGDY,Rotzooi
4124204,2021-02-08 16:40:00,TRUCK,"15.17.1",TWSU 271148 6,CTTROT,1862357,"26TK",$PCCGDY,Gate in truck
4124350,2021-02-08 17:41:00,,TRUCK,TWSU 271234 8,CTTROT,1862390,"26TK",$PCCGDY,Rotzooi
4124354,2021-02-08 17:44:00,TRUCK,"15.17.2",TWSU 271234 8,CTTROT,1862390,"26TK",$PCCGDY,Gate in truck
4115738,2021-02-03 15:23:00,"11.15.2","18.14.3",TWSU 271325 7,CTTROT,1859560,"26TK",$PCCGDY,InternalMoveLocations
4121436,2021-02-05 18:56:00,"18.14.3","19.15.2",TWSU 271325 7,CTTROT,1859560,"26TK",$PCCGDY,InternalMoveLocations
4123303,2021-02-08 09:12:00,"19.15.2","18.14.3",TWSU 271325 7,CTTROT,1859560,"26TK",$PCCGDY,InternalMoveLocations
4124895,2021-02-09 09:35:00,"18.14.3",,TWSU 271325 7,CTTROT,1859560,"26TK",$PCCGDY,Rotzooi
4123975,2021-02-08 14:55:00,,TRUCK,TWSU 271577 4,CTTROT,1862303,"26TK",$PCCGDY,Rotzooi
4123988,2021-02-08 15:02:00,TRUCK,"15.17.1",TWSU 271577 4,CTTROT,1862303,"26TK",$PCCGDY,Gate in truck
4124143,2021-02-08 16:15:00,"15.17.1","17.13.3",TWSU 271577 4,CTTROT,1862303,"26TK",$PCCGDY,InternalMoveLocations
