NRAXES,MAXTEU,CALLCODE,WAGTYPE,WPOS,WAGON,UNNR,UNKLASSE,UNITWEIGHTNETT,UNITTYPE,UNITSEQUENCE,TRACK,TEUS,TERMINALWEIGHTNETT,TARE,SIZEFT,STARTPOSITION,SEQ,PAYLOAD,MOVETYPE,LOCATION,LEN,CONTAINERTARRA,CONTAINERNUMBER,COMPOUNDPOS,PRIOCONTAINER,PRIORITY,TravelDistance Value,Train Split Value,Reversed Value
4,3,CTTROT20210223DOURGES,SGNS,5,33884554790-4,,,,,,,,,19750,60,,366754,70000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210223DOURGES,SGNS,6,33884554601-3,,,,,,,,,19750,60,,366754,70000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210223DOURGES,SGNS,7,33884554336-6,,,,,,,,,19600,60,,366754,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210223DOURGES,SGNS,8,33884554350-7,,,,,,,,,20180,60,,366754,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210223DOURGES,SGNS,9,33884554770-6,,,,,,,,,18900,60,,366754,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210223DOURGES,SGNS,10,33884554175-8,,,,,,,,,20140,60,,366754,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210223DOURGES,SGNS,11,33884561067-8,,,,,,,,,22300,60,,366754,67100,,,23.1299991607666,,,,,,221,11,1
4,3,CTTROT20210223DOURGES,SGNS,12,33884554112-1,,,,,,,,,19250,60,,366754,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210223DOURGES,SGNS,13,33884554677-3,,,,,,,,,19600,60,,366754,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210223DOURGES,SGNS,14,33884554766-4,,,,,,,,,19150,60,,366754,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210223DOURGES,SGNS,15,33884554325-9,,,,,,,,,20160,60,,366754,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210223DOURGES,SGNS,16,33884554791-2,,,,,,,,,19750,60,,366754,70000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210223DOURGES,SGNS,17,33884554516-3,,,,,,,,,19600,60,,366754,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210223DOURGES,SGNS,18,33884554572-6,,,,,,,,,19550,60,,366754,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210223DOURGES,SGNS,19,33884554034-7,,,,,,,,,20160,60,,366754,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210223DOURGES,SGNS,20,33884554595-7,,,,,,,,,19800,60,,366754,70000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210223DOURGES,SGNS/SH,3,33884910109-6,,,,,,,,,19450,60,,366754,70200,,,19.780000686645508,,,,,,221,11,1
4,3,CTTROT20210223MORTARA,SGNSS,2,37804565972-9,,,,,,,,,20000,60,,367099,70800,,,19.649999618530273,,,,,,221,11,1
4,3,CTTROT20210223MORTARA,SGNSS,4,37804565933-1,,,,,,,,,20000,60,,367099,70800,,,19.649999618530273,,,,,,221,11,1
4,3,CTTROT20210223MORTARA,SGNSS,7,37804565974-5,,,,,,,,,20000,60,,367099,70800,,,19.649999618530273,,,,,,221,11,1
4,3,CTTROT20210223MORTARA,SGNSS,15,37804565948-9,,,,,,,,,20000,60,,367099,70800,,,19.649999618530273,,,,,,221,11,1
4,3,CTTROT20210223MORTARA,SGNSS,22,37804565966-1,,,,,,,,,20000,60,,367099,70800,,,19.649999618530273,,,,,,221,11,1
4,3,CTTROT20210224BASEL-B,SGNSS,15,37844552046-3,,,,,,,,,20220,60,,366162,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210224BASEL-B,SGNSS,16,37844552043-0,,,,,,,,,20220,60,,366162,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210224BASEL-B,SGNSS,17,37844552047-1,,,,,,,,,20220,60,,366162,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210224BASEL-B,SGNSS,18,37844552042-2,,,,,,,,,20220,60,,366162,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210224BASEL-B,SGNSS,19,37844552055-4,,,,,,,,,20220,60,,366162,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210224BASEL-B,SGNSS,20,37844552053-9,,,,,,,,,20220,60,,366162,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210224BASEL-B,SGNSS,21,37844552051-3,,,,,,,,,20220,60,,366162,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210224BASEL-B,SGNSS,22,37844552044-8,,,,,,,,,20220,60,,366162,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210224MORTARA,SGNSS60,2,37804563071-2,,,,,,,,,19200,60,,367174,70800,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210224MORTARA,SGNSS60,4,37804565923-2,,,,,,,,,19000,60,,367174,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210224MORTARA,SGNSS60,5,37804563120-7,,,,,,,,,19200,60,,367174,70800,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210224MORTARA,SGNSS60,6,37804563156-1,,,,,,,,,19200,60,,367174,70800,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210224MORTARA,SGNSS60,9,37804565932-3,,,,,,,,,19000,60,,367174,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210224MORTARA,SGNSS60,11,37804565991-9,,,,,,,,,19000,60,,367174,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210224MORTARA,SGNSS60,12,37804565922-4,,,,,,,,,19000,60,,367174,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210224MORTARA,SGNSS60,14,37804565949-7,,,,,,,,,19000,60,,367174,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210224MORTARA,SGNSS60,15,37804563183-5,,,,,,,,,19200,60,,367174,70800,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210224MORTARA,SGNSS60,16,37804565976-0,,,,,,,,,19000,60,,367174,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210224MORTARA,SGNSS60,20,31804563138-5,,,,,,,,,19200,60,,367174,70800,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210224MORTARA,SGNSS60,21,37804565958-8,,,,,,,,,19000,60,,367174,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210224MORTARA-B,SGNSS60,3,37804565932-3,,,,,,,,,19000,60,,367175,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210224MORTARA-B,SGNSS60,5,37804565991-9,,,,,,,,,19000,60,,367175,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210224MORTARA-B,SGNSS60,7,37804563071-2,,,,,,,,,19200,60,,367175,70800,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210224MORTARA-B,SGNSS60,9,37804565923-2,,,,,,,,,19000,60,,367175,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210224MORTARA-B,SGNSS60,10,37804563120-7,,,,,,,,,19200,60,,367175,70800,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210224MORTARA-B,SGNSS60,11,37804563156-1,,,,,,,,,19200,60,,367175,70800,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210224MORTARA-B,SGNSS60,12,37804565922-4,,,,,,,,,19000,60,,367175,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210224MORTARA-B,SGNSS60,14,37804565949-7,,,,,,,,,19000,60,,367175,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210224MORTARA-B,SGNSS60,15,37804563183-5,,,,,,,,,19200,60,,367175,70800,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210224MORTARA-B,SGNSS60,16,37804565976-0,,,,,,,,,19000,60,,367175,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210224MORTARA-B,SGNSS60,20,31804563138-5,,,,,,,,,19200,60,,367175,70800,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210224MORTARA-B,SGNSS60,21,37804565958-8,,,,,,,,,19000,60,,367175,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210224PORT,SGNSS,15,37844552046-3,,,,,,,,,20220,60,,366174,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210224PORT,SGNSS,16,37844552043-0,,,,,,,,,20220,60,,366174,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210224PORT,SGNSS,17,37844552047-1,,,,,,,,,20220,60,,366174,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210224PORT,SGNSS,18,37844552042-2,,,,,,,,,20220,60,,366174,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210224PORT,SGNSS,19,37844552055-4,,,,,,,,,20220,60,,366174,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210224PORT,SGNSS,20,37844552053-9,,,,,,,,,20220,60,,366174,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210224PORT,SGNSS,21,37844552051-3,,,,,,,,,20220,60,,366174,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210224PORT,SGNSS,22,37844552044-8,,,,,,,,,20220,60,,366174,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210225DOURGES-B,SGNS,1,33884554595-7,,,,,,,,,19800,60,,367172,70000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210225DOURGES-B,SGNS,2,33884554034-7,,,,,,,,,20160,60,,367172,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210225DOURGES-B,SGNS,3,33884554572-6,,,,,,,,,19550,60,,367172,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210225DOURGES-B,SGNS,4,33884554516-3,,,,,,,,,19600,60,,367172,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210225DOURGES-B,SGNS,5,33884554791-2,,,,,,,,,19750,60,,367172,70000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210225DOURGES-B,SGNS,6,33884554325-9,,,,,,,,,20160,60,,367172,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210225DOURGES-B,SGNS,7,33884554766-4,,,,,,,,,19150,60,,367172,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210225DOURGES-B,SGNS,8,33884554677-3,,,,,,,,,19600,60,,367172,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210225DOURGES-B,SGNS,9,33884554112-1,,,,,,,,,19250,60,,367172,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210225DOURGES-B,SGNS,10,33884561067-8,,,,,,,,,22300,60,,367172,67100,,,23.1299991607666,,,,,,221,11,1
4,3,CTTROT20210225DOURGES-B,SGNS,11,33884554175-8,,,,,,,,,20140,60,,367172,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210225DOURGES-B,SGNS,12,33884554770-6,,,,,,,,,18900,60,,367172,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210225DOURGES-B,SGNS,13,33884554350-7,,,,,,,,,20180,60,,367172,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210225DOURGES-B,SGNS,14,33884554336-6,,,,,,,,,19600,60,,367172,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210225DOURGES-B,SGNS,15,33884554601-3,,,,,,,,,19750,60,,367172,70000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210225DOURGES-B,SGNS,16,33884554790-4,,,,,,,,,19750,60,,367172,70000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210225DOURGES-B,SGNS,17,33884554559-3,,,,,,,,,19700,60,,367172,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210225DOURGES-B,SGNS,19,33884554182-4,,,,,,,,,19950,60,,367172,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210225DOURGES-B,SGNS,20,33884561034-8,,,,,,,,,22650,60,,367172,67100,,,23.1299991607666,,,,,,221,11,1
4,3,CTTROT20210225DOURGES-B,SGNS/SH,18,33884910109-6,,,,,,,,,19450,60,,367172,70200,,,19.780000686645508,,,,,,221,11,1
4,3,CTTROT20210226BASEL,SGNSS,15,37844552046-3,,,,,,,,,20220,60,,366151,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210226BASEL,SGNSS,16,37844552043-0,,,,,,,,,20220,60,,366151,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210226BASEL,SGNSS,17,37844552047-1,,,,,,,,,20220,60,,366151,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210226BASEL,SGNSS,18,37844552042-2,,,,,,,,,20220,60,,366151,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210226BASEL,SGNSS,19,37844552055-4,,,,,,,,,20220,60,,366151,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210226BASEL,SGNSS,20,37844552053-9,,,,,,,,,20220,60,,366151,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210226BASEL,SGNSS,21,37844552051-3,,,,,,,,,20220,60,,366151,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210226BASEL,SGNSS,22,37844552044-8,,,,,,,,,20220,60,,366151,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210226MORTARA-C,SGNSS,6,37804565975-2,,,,,,,,,20000,60,,367399,70800,,,19.649999618530273,,,,,,221,11,1
4,3,CTTROT20210226MORTARA-C,SGNSS,12,37804565947-1,,,,,,,,,20000,60,,367399,70800,,,19.649999618530273,,,,,,221,11,1
4,3,CTTROT20210226MORTARA-C,SGNSS,17,37804565953-9,,,,,,,,,20000,60,,367399,70800,,,19.649999618530273,,,,,,221,11,1
4,3,CTTROT20210226PORT-B,SGNSS,15,37844552046-3,,,,,,,,,20220,60,,366187,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210226PORT-B,SGNSS,16,37844552043-0,,,,,,,,,20220,60,,366187,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210226PORT-B,SGNSS,17,37844552047-1,,,,,,,,,20220,60,,366187,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210226PORT-B,SGNSS,18,37844552042-2,,,,,,,,,20220,60,,366187,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210226PORT-B,SGNSS,19,37844552055-4,,,,,,,,,20220,60,,366187,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210226PORT-B,SGNSS,20,37844552053-9,,,,,,,,,20220,60,,366187,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210226PORT-B,SGNSS,21,37844552051-3,,,,,,,,,20220,60,,366187,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210226PORT-B,SGNSS,22,37844552044-8,,,,,,,,,20220,60,,366187,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210227MORTARA-B,SGNSS,2,37804565972-9,,,,,,,,,20000,60,,367441,70800,,,19.649999618530273,,,,,,221,11,1
4,3,CTTROT20210227MORTARA-B,SGNSS,4,37804565933-1,,,,,,,,,20000,60,,367441,70800,,,19.649999618530273,,,,,,221,11,1
4,3,CTTROT20210227MORTARA-B,SGNSS,7,37804565974-5,,,,,,,,,20000,60,,367441,70800,,,19.649999618530273,,,,,,221,11,1
4,3,CTTROT20210227MORTARA-B,SGNSS,15,37804565948-9,,,,,,,,,20000,60,,367441,70800,,,19.649999618530273,,,,,,221,11,1
4,3,CTTROT20210227MORTARA-B,SGNSS,22,37804565966-1,,,,,,,,,20000,60,,367441,70800,,,19.649999618530273,,,,,,221,11,1
4,3,CTTROT20210301DOURGES,SGNS,1,33884554336-6,,,,,,,,,19600,60,,367305,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210301DOURGES,SGNS,2,33884554601-3,,,,,,,,,19750,60,,367305,70000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210301DOURGES,SGNS,3,33884554790-4,,,,,,,,,19750,60,,367305,70000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210301DOURGES,SGNS,4,33884554559-3,,,,,,,,,19700,60,,367305,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210301DOURGES,SGNS,6,33884554182-4,,,,,,,,,19950,60,,367305,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210301DOURGES,SGNS,7,33884561034-8,,,,,,,,,22650,60,,367305,67100,,,23.1299991607666,,,,,,221,11,1
4,3,CTTROT20210301DOURGES,SGNS,8,33884554240-0,,,,,,,,,19700,60,,367305,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210301DOURGES,SGNS,9,33884554110-5,,,,,,,,,19500,60,,367305,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210301DOURGES,SGNS,10,33884554211-1,,,,,,,,,19650,60,,367305,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210301DOURGES,SGNS,12,33884554225-1,,,,,,,,,19150,60,,367305,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210301DOURGES,SGNS,14,33884554474-5,,,,,,,,,19900,60,,367305,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210301DOURGES,SGNS,15,33884554552-8,,,,,,,,,19550,60,,367305,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210301DOURGES,SGNS,16,33884554595-7,,,,,,,,,19800,60,,367305,70000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210301DOURGES,SGNS,17,33884554034-7,,,,,,,,,20160,60,,367305,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210301DOURGES,SGNS,18,33884554572-6,,,,,,,,,19550,60,,367305,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210301DOURGES,SGNS,19,33884554516-3,,,,,,,,,19600,60,,367305,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210301DOURGES,SGNS,20,33884554791-2,,,,,,,,,19750,60,,367305,70000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210301DOURGES,SGNS,21,33884554325-9,,,,,,,,,20160,60,,367305,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210301DOURGES,SGNS,22,33884554766-4,,,,,,,,,19150,60,,367305,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210301DOURGES,SGNS,23,33884554677-3,,,,,,,,,19600,60,,367305,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210301DOURGES,SGNS,24,33884554112-1,,,,,,,,,19250,60,,367305,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210301DOURGES,SGNS,25,33884561067-8,,,,,,,,,22300,60,,367305,67100,,,23.1299991607666,,,,,,221,11,1
4,3,CTTROT20210301DOURGES,SGNS,26,33884554175-8,,,,,,,,,20140,60,,367305,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210301DOURGES,SGNS,27,33884554770-6,,,,,,,,,18900,60,,367305,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210301DOURGES,SGNS,28,33884554350-7,,,,,,,,,20180,60,,367305,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210301DOURGES,SGNS/SH,5,33884910109-6,,,,,,,,,19450,60,,367305,70200,,,19.780000686645508,,,,,,221,11,1
4,3,CTTROT20210301DOURGES,SGNS/SH,11,33884910101-3,,,,,,,,,19350,60,,367305,70200,,,19.780000686645508,,,,,,221,11,1
4,3,CTTROT20210301DOURGES,SGNS/SH,13,33884910118-7,,,,,,,,,19400,60,,367305,70200,,,19.780000686645508,,,,,,221,11,1
4,3,CTTROT20210301MORTARA,SGNSS60,3,37804565932-3,,,,,,,,,19000,60,,367176,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210301MORTARA,SGNSS60,5,37804565991-9,,,,,,,,,19000,60,,367176,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210301MORTARA,SGNSS60,7,37804563071-2,,,,,,,,,19200,60,,367176,70800,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210301MORTARA,SGNSS60,9,37804565923-2,,,,,,,,,19000,60,,367176,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210301MORTARA,SGNSS60,10,37804563120-7,,,,,,,,,19200,60,,367176,70800,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210301MORTARA,SGNSS60,11,37804563156-1,,,,,,,,,19200,60,,367176,70800,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210301MORTARA,SGNSS60,12,37804565922-4,,,,,,,,,19000,60,,367176,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210301MORTARA,SGNSS60,14,37804565949-7,,,,,,,,,19000,60,,367176,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210301MORTARA,SGNSS60,15,37804563183-5,,,,,,,,,19200,60,,367176,70800,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210301MORTARA,SGNSS60,16,37804565976-0,,,,,,,,,19000,60,,367176,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210301MORTARA,SGNSS60,20,31804563138-5,,,,,,,,,19200,60,,367176,70800,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210301MORTARA,SGNSS60,21,37804565958-8,,,,,,,,,19000,60,,367176,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210301MORTARA-B,SGNSS60,3,37804565932-3,,,,,,,,,19000,60,,367363,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210301MORTARA-B,SGNSS60,5,37804565991-9,,,,,,,,,19000,60,,367363,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210301MORTARA-B,SGNSS60,7,37804563071-2,,,,,,,,,19200,60,,367363,70800,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210301MORTARA-B,SGNSS60,9,37804565923-2,,,,,,,,,19000,60,,367363,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210301MORTARA-B,SGNSS60,10,37804563120-7,,,,,,,,,19200,60,,367363,70800,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210301MORTARA-B,SGNSS60,11,37804563156-1,,,,,,,,,19200,60,,367363,70800,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210301MORTARA-B,SGNSS60,12,37804565922-4,,,,,,,,,19000,60,,367363,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210301MORTARA-B,SGNSS60,14,37804565949-7,,,,,,,,,19000,60,,367363,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210301MORTARA-B,SGNSS60,15,37804563183-5,,,,,,,,,19200,60,,367363,70800,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210301MORTARA-B,SGNSS60,16,37804565976-0,,,,,,,,,19000,60,,367363,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210301MORTARA-B,SGNSS60,20,31804563138-5,,,,,,,,,19200,60,,367363,70800,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210301MORTARA-B,SGNSS60,21,37804565958-8,,,,,,,,,19000,60,,367363,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210302BASEL,SGNSS,15,37844552046-3,,,,,,,,,20220,60,,367375,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210302BASEL,SGNSS,16,37844552043-0,,,,,,,,,20220,60,,367375,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210302BASEL,SGNSS,17,37844552047-1,,,,,,,,,20220,60,,367375,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210302BASEL,SGNSS,18,37844552042-2,,,,,,,,,20220,60,,367375,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210302BASEL,SGNSS,19,37844552055-4,,,,,,,,,20220,60,,367375,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210302BASEL,SGNSS,20,37844552053-9,,,,,,,,,20220,60,,367375,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210302BASEL,SGNSS,21,37844552051-3,,,,,,,,,20220,60,,367375,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210302BASEL,SGNSS,22,37844552044-8,,,,,,,,,20220,60,,367375,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210302BONT,SGNS,1,37804557428-2,,,,,,,,,20000,60,,367539,71000,,,20,,,,,,221,11,1
4,3,CTTROT20210302DOURGES,SGNS,1,33884554336-6,,,,,,,,,19600,60,,367306,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210302DOURGES,SGNS,2,33884554601-3,,,,,,,,,19750,60,,367306,70000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210302DOURGES,SGNS,3,33884554790-4,,,,,,,,,19750,60,,367306,70000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210302DOURGES,SGNS,4,33884554559-3,,,,,,,,,19700,60,,367306,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210302DOURGES,SGNS,6,33884554182-4,,,,,,,,,19950,60,,367306,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210302DOURGES,SGNS,7,33884561034-8,,,,,,,,,22650,60,,367306,67100,,,23.1299991607666,,,,,,221,11,1
4,3,CTTROT20210302DOURGES,SGNS,8,33884554240-0,,,,,,,,,19700,60,,367306,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210302DOURGES,SGNS,9,33884554110-5,,,,,,,,,19500,60,,367306,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210302DOURGES,SGNS,10,33884554211-1,,,,,,,,,19650,60,,367306,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210302DOURGES,SGNS,12,33884554225-1,,,,,,,,,19150,60,,367306,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210302DOURGES,SGNS,14,33884554474-5,,,,,,,,,19900,60,,367306,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210302DOURGES,SGNS,15,33884554552-8,,,,,,,,,19550,60,,367306,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210302DOURGES,SGNS,16,33884554595-7,,,,,,,,,19800,60,,367306,70000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210302DOURGES,SGNS,17,33884554034-7,,,,,,,,,20160,60,,367306,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210302DOURGES,SGNS,18,33884554572-6,,,,,,,,,19550,60,,367306,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210302DOURGES,SGNS,19,33884554516-3,,,,,,,,,19600,60,,367306,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210302DOURGES,SGNS,20,33884554791-2,,,,,,,,,19750,60,,367306,70000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210302DOURGES,SGNS,21,33884554325-9,,,,,,,,,20160,60,,367306,69800,,,19.739999771118164,,,,,,221,11,1
