NRAXES,MAXTEU,CALLCODE,WAGTYPE,WPOS,WAGON,UNNR,UNKLASSE,UNITWEIGHTNETT,UNITTYPE,UNITSEQUENCE,TRACK,TEUS,TERMINALWEIGHTNETT,TARE,SIZEFT,STARTPOSITION,SEQ,PAYLOAD,MOVETYPE,LOCATION,LEN,CONTAINERTARRA,CONTAINERNUMBER,COMPOUNDPOS,PRIOCONTAINER,PRIORITY,TravelDistance Value,Train Split Value,Reversed Value
,,CTTROT20210211POL,,,,,,,,2948601,,,,,,,366295,,,,,,,,DHIU 184154 0,1,221,11,1
,,CTTROT20210211POL,,,,,,,,2948602,,,,,,,366295,,,,,,,,PCVU 350123 2,1,221,11,1
,,CTTROT20210211POL,,,,,,,,2948603,,,,,,,366295,,,,,,,,PCVU 350080 6,1,221,11,1
,,CTTROT20210211POL,,,,,,,,2948604,,,,,,,366295,,,,,,,,PCCU 352601 8,1,221,11,1
,,CTTROT20210211POL,,,,,,,,2948605,,,,,,,366295,,,,,,,,FOTU 543665 3,1,221,11,1
,,CTTROT20210211POL,,,,,,,,2948607,,,,,,,366295,,,,,,,,ATRU 340000 4,1,221,11,1
,,CTTROT20210211POL,,,,,,,,2948608,,,,,,,366295,,,,,,,,EXFU 879108 4,1,221,11,1
,,CTTROT20210211POL,,,,,,,,2948609,,,,,,,366295,,,,,,,,VODU 933862 3,1,221,11,1
,,CTTROT20210211POL,,,,,,,,2948610,,,,,,,366295,,,,,,,,VODU 933816 1,1,221,11,1
,,CTTROT20210211POL,,,,,,,,2948612,,,,,,,366295,,,,,,,,NWBU 060541 6,1,221,11,1
,,CTTROT20210211POL,,,,,,,,2948613,,,,,,,366295,,,,,,,,UBBU 755082 9,1,221,11,1
,,CTTROT20210211POL,,,,,,,,2948614,,,,,,,366295,,,,,,,,DHBU 318323 1,1,221,11,1
,,CTTROT20210211POL,,,,,,,,2948615,,,,,,,366295,,,,,,,,UBBU 116381 7,1,221,11,1
,,CTTROT20210211POL,,,,,,,,2948619,,,,,,,366295,,,,,,,,CMAU 629486 4,1,221,11,1
,,CTTROT20210211POL,,,,,,,,2948623,,,,,,,366295,,,,,,,,CLDU 970393 2,1,221,11,1
,,CTTROT20210211POL,,,,,,,,2948624,,,,,,,366295,,,,,,,,CLDU 970192 4,1,221,11,1
,,CTTROT20210211POL,,,,,,,,2948626,,,,,,,366295,,,,,,,,CNEU 457778 3,1,221,11,1
,,CTTROT20210211POL,,,,,,,,2948627,,,,,,,366295,,,,,,,,SANU 753044 4,1,221,11,1
,,CTTROT20210211POL,,,,,,,,2948628,,,,,,,366295,,,,,,,,SANU 797611 7,1,221,11,1
,,CTTROT20210211POL,,,,,,,,2948629,,,,,,,366295,,,,,,,,CRTU 060155 2,1,221,11,1
,,CTTROT20210211POL,,,,,,,,2948631,,,,,,,366295,,,,,,,,SANU 752594 1,1,221,11,1
,,CTTROT20210211POL,,,,,,,,2948632,,,,,,,366295,,,,,,,,SANU 796570 3,1,221,11,1
,,CTTROT20210211POL,,,,,,,,2948633,,,,,,,366295,,,,,,,,EXFU 061545 3,1,221,11,1
,,CTTROT20210211POL,,,,,,,,2948634,,,,,,,366295,,,,,,,,TWSU 271739 7,1,221,11,1
,,CTTROT20210211POL,,,,,,,,2948635,,,,,,,366295,,,,,,,,TWSU 271577 4,1,221,11,1
,,CTTROT20210211POL,,,,,,,,2948636,,,,,,,366295,,,,,,,,TWSU 271148 6,1,221,11,1
,,CTTROT20210211POL,,,,,,,,2948643,,,,,,,366295,,,,,,,,GESU 136343 2,1,221,11,1
,,CTTROT20210211POL,,,,,,,,2948644,,,,,,,366295,,,,,,,,CMAU 007599 8,1,221,11,1
,,CTTROT20210211POL,,,,,,,,2948645,,,,,,,366295,,,,,,,,TCKU 201170 4,1,221,11,1
,,CTTROT20210211POL,,,,,,,,2948650,,,,,,,366295,,,,,,,,NYKU 976222 2,1,221,11,1
,,CTTROT20210211POL,,,,,,,,2948683,,,,,,,366295,,,,,,,,TLLU 522226 5,1,221,11,1
,,CTTROT20210211POL,,,,,,,,2948684,,,,,,,366295,,,,,,,,CMAU 805908 3,1,221,11,1
,,CTTROT20210211POL,,,,,,,,2948685,,,,,,,366295,,,,,,,,BEAU 596325 3,1,221,11,1
,,CTTROT20210211POL,,,,,,,,2948744,,,,,,,366295,,,,,,,,NWBU 082665 4,1,221,11,1
,,CTTROT20210211POL,,,,,,,,2948751,,,,,,,366295,,,,,,,,PCVU 288033 7,1,221,11,1
,,CTTROT20210211POL,,,,,,,,2948752,,,,,,,366295,,,,,,,,PCVU 261017 8,1,221,11,1
,,CTTROT20210211POL,,,,,,,,2949434,,,,,,,366295,,,,,,,,TWSU 271860 2,1,221,11,1
,,CTTROT20210211POL,,,,,,,,2950409,,,,,,,366295,,,,,,,,BUKU 464737 5,1,221,11,1
,,CTTROT20210211POL,,,,,,1,26TK,2948634,,1.3,,,,,366295,,lader,CTTROT,,4800,TWSU 271739 7,,,,221,11,1
,,CTTROT20210211POL,,,,,,1,26TK,2948635,,1.3,,,,,366295,,lader,CTTROT,,4800,TWSU 271577 4,,,,221,11,1
,,CTTROT20210211POL,,,,,,1,26TK,2948636,,1.3,,,,,366295,,lader,CTTROT,,4800,TWSU 271148 6,,,,221,11,1
,,CTTROT20210211POL,,,,,,1580,20DV,2948645,,1,,,,,366295,,lader,CTTROT,,2300,TCKU 201170 4,,,,221,11,1
,,CTTROT20210211POL,,,,,,2759,45PW,2948623,,2.25,,,,,366295,,lader,CTTROT,,4400,CLDU 970393 2,,,,221,11,1
,,CTTROT20210211POL,,,,,,2946,45PW,2948624,,2.25,,,,,366295,,lader,CTTROT,,4400,CLDU 970192 4,,,,221,11,1
,,CTTROT20210211POL,,,,,,5000,45PW,2948629,,2.25,,,,,366295,,lader,CTTROT,,4400,CRTU 060155 2,,,,221,11,1
,,CTTROT20210211POL,,,,,,5173,20DV,2948643,,1,,,,,366295,,lader,CTTROT,,2300,GESU 136343 2,,,,221,11,1
,,CTTROT20210211POL,,,,,,5440,45PW,2948632,,2.25,,,,,366295,,lader,CTTROT,,4400,SANU 796570 3,,,,221,11,1
,,CTTROT20210211POL,,,,,,6434,20DV,2948650,,1,,,,,366295,,lader,CTTROT,,2300,NYKU 976222 2,,,,221,11,1
,,CTTROT20210211POL,,,,,,7779,20DV,2948644,,1,,,,,366295,,lader,CTTROT,,2300,CMAU 007599 8,,,,221,11,1
,,CTTROT20210211POL,,,,,,10000,26TK,2948602,,1.3,,,,,366295,,lader,CTTROT,,4800,PCVU 350123 2,,,,221,11,1
,,CTTROT20210211POL,,,,,,11056,40DV,2948684,,2,,,,,366295,,lader,CTTROT,,4000,CMAU 805908 3,,,,221,11,1
,,CTTROT20210211POL,,,,,,11722,40HC,2948683,,2,,,,,366295,,lader,CTTROT,,4200,TLLU 522226 5,,,,221,11,1
,,CTTROT20210211POL,,,,,,13020,40HC,2948619,,2,,,,,366295,,lader,CTTROT,,4200,CMAU 629486 4,,,,221,11,1
,,CTTROT20210211POL,,,,,,14827,40HC,2948685,,2,,,,,366295,,lader,CTTROT,,4200,BEAU 596325 3,,,,221,11,1
,,CTTROT20210211POL,,,,,,20000,26TK,2948609,,1.3,,,,,366295,,lader,CTTROT,,4800,VODU 933862 3,,,,221,11,1
,,CTTROT20210211POL,,,,,,20000,26TK,2948610,,1.3,,,,,366295,,lader,CTTROT,,4800,VODU 933816 1,,,,221,11,1
,,CTTROT20210211POL,,,,,,21000,45PW,2948626,,2.25,,,,,366295,,lader,CTTROT,,4400,CNEU 457778 3,,,,221,11,1
,,CTTROT20210211POL,,,,,,21000,45PW,2948627,,2.25,,,,,366295,,lader,CTTROT,,4400,SANU 753044 4,,,,221,11,1
,,CTTROT20210211POL,,,,,,21000,45PW,2948628,,2.25,,,,,366295,,lader,CTTROT,,4400,SANU 797611 7,,,,221,11,1
,,CTTROT20210211POL,,,,,,22000,20TK,2948581,,1,,,,,366295,,lader,CTTROT,,4000,AAMU 260837 9,,,,221,11,1
,,CTTROT20210211POL,,,,,,23000,20TK,2948751,,1,0,,,,366295,,lader,CTTROT,,4000,PCVU 288033 7,37.11.1,,,221,11,1
,,CTTROT20210211POL,,,,,,23026,45PW,2948631,,2.25,,,,,366295,,lader,CTTROT,,4400,SANU 752594 1,,,,221,11,1
,,CTTROT20210211POL,,,,,,23320,20DV,2948590,,1,,,,,366295,,lader,CTTROT,,2300,TCLU 239224 9,,,,221,11,1
,,CTTROT20210211POL,,,,,,23340,20DV,2948594,,1,,,,,366295,,lader,CTTROT,,2300,CAXU 688651 7,,,,221,11,1
,,CTTROT20210211POL,,,,,,23360,20DV,2948588,,1,,,,,366295,,lader,CTTROT,,2300,TDTU 793967 0,,,,221,11,1
,,CTTROT20210211POL,,,,,,23460,20DV,2948591,,1,,,,,366295,,lader,CTTROT,,2300,CAIU 230649 7,,,,221,11,1
,,CTTROT20210211POL,,,,,,23480,20DV,2948592,,1,,,,,366295,,lader,CTTROT,,2300,TCLU 354757 7,,,,221,11,1
,,CTTROT20210211POL,,,,,,23660,20DV,2948589,,1,,,,,366295,,lader,CTTROT,,2300,TCLU 192646 3,,,,221,11,1
,,CTTROT20210211POL,,,,,,24000,23TK,2948601,,1.15,,,,,366295,,lader,CTTROT,,4800,DHIU 184154 0,,,,221,11,1
,,CTTROT20210211POL,,,,,,24000,26TK,2948603,,1.3,,,,,366295,,lader,CTTROT,,4800,PCVU 350080 6,,,,221,11,1
,,CTTROT20210211POL,,,,,,24000,26TK,2948604,,1.3,,,,,366295,,lader,CTTROT,,4800,PCCU 352601 8,,,,221,11,1
,,CTTROT20210211POL,,,,,,24050,26TK,2948608,,1.3,,,,,366295,,lader,CTTROT,,4800,EXFU 879108 4,,,,221,11,1
,,CTTROT20210211POL,,,,,,25000,20TK,2948576,,1,,,,,366295,,lader,CTTROT,,4000,PCVU 260063 1,,,,221,11,1
,,CTTROT20210211POL,,,,,,25000,20TK,2948752,,1,,,,,366295,,lader,CTTROT,,4000,PCVU 261017 8,,,,221,11,1
,,CTTROT20210211POL,,,,,,25000,22TK,2948598,,1.1,,,,,366295,,lader,CTTROT,,4800,EXFU 879670 1,,,,221,11,1
,,CTTROT20210211POL,,,,,,25180,30BU,2950409,,1.5,,,,,366295,,lader,CTTROT,,3300,BUKU 464737 5,,,,221,11,1
,,CTTROT20210211POL,,,,,,25500,20TK,2948571,,1,,,,,366295,,lader,CTTROT,,4000,NWBU 990510 0,,,,221,11,1
,,CTTROT20210211POL,,,,,,25500,20TK,2948578,,1,24780,,,,366295,,lader,CTTROT,,4000,PCVU 260062 6,24.02.2,,,221,11,1
,,CTTROT20210211POL,,,,,,25500,20TK,2948744,,1,,,,,366295,,lader,CTTROT,,4000,NWBU 082665 4,,,,221,11,1
,,CTTROT20210211POL,,,,,,26000,22TK,2948597,,1.1,,,,,366295,,lader,CTTROT,,4800,ZTKU 730262 0,,,,221,11,1
,,CTTROT20210211POL,,,,,,26100,20DV,2948584,,1,,,,,366295,,lader,CTTROT,,2300,TDTU 062354 5,,,,221,11,1
,,CTTROT20210211POL,,,,,,26100,20DV,2948585,,1,,,,,366295,,lader,CTTROT,,2300,CAXU 695598 4,,,,221,11,1
,,CTTROT20210211POL,,,,,,26100,20DV,2948586,,1,,,,,366295,,lader,CTTROT,,2300,TDTU 296567 6,,,,221,11,1
,,CTTROT20210211POL,,,,,,26100,20DV,2948587,,1,,,,,366295,,lader,CTTROT,,2300,TRLU 385919 4,,,,221,11,1
,,CTTROT20210211POL,,,,,,26500,20TK,2948574,,1,,,,,366295,,lader,CTTROT,,4000,NWBU 082670 0,,,,221,11,1
,,CTTROT20210211POL,,,,,,27000,20TK,2948568,,1,,,,,366295,,lader,CTTROT,,4000,PCVU 260132 4,,,,221,11,1
,,CTTROT20210211POL,,,,,,27000,20TK,2948569,,1,0,,,,366295,,lader,CTTROT,,4000,NWBU 990514 2,36.10.2,,,221,11,1
,,CTTROT20210211POL,,,,,,27000,22TK,2948599,,1.1,,,,,366295,,lader,CTTROT,,4800,ZTKU 730241 9,,,,221,11,1
,,CTTROT20210211POL,,,,,,27000,22TK,2948600,,1.1,,,,,366295,,lader,CTTROT,,4800,TWSU 271861 8,,,,221,11,1
,,CTTROT20210211POL,,,,,,27000,24TK,2949434,,1.2,,,,,366295,,lader,CTTROT,,4800,TWSU 271860 2,,,,221,11,1
,,CTTROT20210211POL,,,,,,27000,26TK,2948607,,1.3,,,,,366295,,lader,CTTROT,,4800,ATRU 340000 4,,,,221,11,1
,,CTTROT20210211POL,,,,,,27000,30BU,2948613,,1.5,0,,,,366295,,lader,CTTROT,,3300,UBBU 755082 9,11.09.1,,,221,11,1
,,CTTROT20210211POL,,,,,,27000,30BU,2948614,,1.5,,,,,366295,,lader,CTTROT,,3300,DHBU 318323 1,,,,221,11,1
,,CTTROT20210211POL,,,,,,27000,30TK,2948612,,1.5,,,,,366295,,lader,CTTROT,,2800,NWBU 060541 6,,,,221,11,1
,,CTTROT20210211POL,,,,,,27240,30BU,2948615,,1.5,0,,,,366295,,lader,CTTROT,,3300,UBBU 116381 7,12.17.2,,,221,11,1
,,CTTROT20210211POL,,,,,,28000,20TK,2948596,,1,,,,,366295,,lader,CTTROT,,4000,BIDU 491237 7,,,,221,11,1
,,CTTROT20210211POL,,,,,,29000,26TK,2948605,,1.3,,,,,366295,,lader,CTTROT,,4800,FOTU 543665 3,,,,221,11,1
,,CTTROT20210211POL,,,,1750000,6.1,1,20TK,2948633,,1,27640,,,,366295,,lader,CTTROT,,4000,EXFU 061545 3,23.14.3,,,221,11,1
,,CTTROT20210211POL,SGGMRS,10,37804963033-8,,,,,,,,,,,,366295,,,,,,,,,,221,11,1
,,CTTROT20210211POL,SGGMRS,19,37804963032-0,,,,,,,,,,,,366295,,,,,,,,,,221,11,1
,,CTTROT20210211POL,SGGMRS,20,37804963035-3,,,,,,,,,,,,366295,,,,,,,,,,221,11,1
,,CTTROT20210211POL,SGGNS,4,37804952554-6,,,,,,,,,,,,366295,,,,,,,,,,221,11,1
,,CTTROT20210211POL,SGNSS,5,33684558702-9,,,,,,,,,,,,366295,,,,,,,,,,221,11,1
,,CTTROT20210211POL,SGNSS,15,37804556181-8,,,,,,,,,,,,366295,,,,,,,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2944347,,,,,,,366101,,,,,,,,PCVU 288012 6,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2944728,,,,,,,366101,,,,,,,,TCLU 069375 2,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2944730,,,,,,,366101,,,,,,,,NWBU 010520 0,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2944731,,,,,,,366101,,,,,,,,NWBU 990500 8,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2944734,,,,,,,366101,,,,,,,,KRIU 226007 9,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2944735,,,,,,,366101,,,,,,,,DHIU 184131 8,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2944738,,,,,,,366101,,,,,,,,NWBU 010524 1,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2944739,,,,,,,366101,,,,,,,,SEGU 813535 7,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2944740,,,,,,,366101,,,,,,,,BIDU 497390 0,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2944741,,,,,,,366101,,,,,,,,PCVU 260008 2,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2944742,,,,,,,366101,,,,,,,,PCCU 272001 3,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2944744,,,,,,,366101,,,,,,,,BIDU 491501 5,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2944745,,,,,,,366101,,,,,,,,BIDU 491131 8,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2944746,,,,,,,366101,,,,,,,,BIDU 492646 8,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2944752,,,,,,,366101,,,,,,,,IPXU 373342 3,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2944758,,,,,,,366101,,,,,,,,EUVU 041533 0,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2944762,,,,,,,366101,,,,,,,,BIDU 498074 6,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2944764,,,,,,,366101,,,,,,,,ZTKU 735020 6,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2944766,,,,,,,366101,,,,,,,,COUU 810282 0,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2944768,,,,,,,366101,,,,,,,,PCTU 351010 4,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2944770,,,,,,,366101,,,,,,,,PCTU 351007 0,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2944775,,,,,,,366101,,,,,,,,FOTU 543617 0,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2944777,,,,,,,366101,,,,,,,,FOTU 543682 2,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2944779,,,,,,,366101,,,,,,,,FOTU 843544 0,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2944781,,,,,,,366101,,,,,,,,FOTU 143486 3,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2944788,,,,,,,366101,,,,,,,,BUKU 466179 5,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2944790,,,,,,,366101,,,,,,,,WABU 775005 0,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2944792,,,,,,,366101,,,,,,,,TGBU 507727 4,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2944803,,,,,,,366101,,,,,,,,PVDU 113257 3,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2944809,,,,,,,366101,,,,,,,,BGFU 973211 3,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2944811,,,,,,,366101,,,,,,,,BGFU 972162 8,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2944813,,,,,,,366101,,,,,,,,PVDU 108303 6,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2944815,,,,,,,366101,,,,,,,,EUCU 454127 9,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2944817,,,,,,,366101,,,,,,,,EUCU 456146 5,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2944819,,,,,,,366101,,,,,,,,EUCU 458489 8,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2944823,,,,,,,366101,,,,,,,,EXFU 071423 0,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2944825,,,,,,,366101,,,,,,,,HOYU 241970 1,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2944827,,,,,,,366101,,,,,,,,TCVU 241089 3,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2945058,,,,,,,366101,,,,,,,,MRKU 951991 6,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2945067,,,,,,,366101,,,,,,,,SEGU 813533 6,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2945068,,,,,,,366101,,,,,,,,SEGU 813534 1,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2945085,,,,,,,366101,,,,,,,,DFSU 144200 0,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2945110,,,,,,,366101,,,,,,,,TLLU 160418 8,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2945113,,,,,,,366101,,,,,,,,SANU 752338 4,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2945117,,,,,,,366101,,,,,,,,CNEU 459669 6,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2945119,,,,,,,366101,,,,,,,,PVDU 111523 6,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2945135,,,,,,,366101,,,,,,,,EUCU 458350 4,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2945139,,,,,,,366101,,,,,,,,EUCU 458213 3,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2945141,,,,,,,366101,,,,,,,,PVDU 113160 1,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2945143,,,,,,,366101,,,,,,,,TLLU 159053 0,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2945826,,,,,,,366101,,,,,,,,NWBU 083256 0,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2945827,,,,,,,366101,,,,,,,,NWBU 083257 5,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2945866,,,,,,,366101,,,,,,,,RZDU 300700 8,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2945867,,,,,,,366101,,,,,,,,TDTU 058258 0,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2945868,,,,,,,366101,,,,,,,,TKRU 303597 8,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2945869,,,,,,,366101,,,,,,,,TKRU 303873 0,1,221,11,1
,,CTTROT20210211POL-C,,,,,,,,2945871,,,,,,,366101,,,,,,,,TKRU 317609 2,1,221,11,1
,,CTTROT20210211POL-C,,,,,,0,20DV,2945866,,1,,,,,366101,,lader,CTTROT,,2300,RZDU 300700 8,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,0,20DV,2945868,,1,,,,,366101,,lader,CTTROT,,2300,TKRU 303597 8,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,0,20DV,2945869,,1,,,,,366101,,lader,CTTROT,,2300,TKRU 303873 0,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,0,20DV,2945871,,1,,,,,366101,,lader,CTTROT,,2300,TKRU 317609 2,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,1,20TK,2944825,,1,,,,,366101,,lader,CTTROT,,4000,HOYU 241970 1,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,5720,45PW,2944815,,2.25,,,,,366101,,lader,CTTROT,,4400,EUCU 454127 9,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,6028,20DV,2944728,,1,,,,,366101,,lader,CTTROT,,2300,TCLU 069375 2,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,10000,26TK,2944764,,1.3,,,,,366101,,lader,CTTROT,,4800,ZTKU 735020 6,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,10591,45PW,2945117,,2.25,,,,,366101,,lader,CTTROT,,4400,CNEU 459669 6,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,11285,45PW,2945119,,2.25,,,,,366101,,lader,CTTROT,,4400,PVDU 111523 6,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,12842,40HC,2944792,,2,,,,,366101,,lader,CTTROT,,4200,TGBU 507727 4,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,15000,20DV,2945058,,1,,,,,366101,,lader,CTTROT,,2300,MRKU 951991 6,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,15000,45PW,2945143,,2.25,,,,,366101,,lader,CTTROT,,4400,TLLU 159053 0,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,18000,45PW,2945135,,2.25,,,,,366101,,lader,CTTROT,,4400,EUCU 458350 4,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,18496,45PW,2945110,,2.25,,,,,366101,,lader,CTTROT,,4400,TLLU 160418 8,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,19300,20DV,2945085,,1,,,,,366101,,lader,CTTROT,,2300,DFSU 144200 0,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,20000,30TK,2944790,,1.5,,,,,366101,,lader,CTTROT,,2800,WABU 775005 0,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,20179,45PW,2945141,,2.25,,,,,366101,,lader,CTTROT,,4400,PVDU 113160 1,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,20500,23TK,2944762,,1.15,,,,,366101,,lader,CTTROT,,4800,BIDU 498074 6,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,20864,45PW,2944817,,2.25,,,,,366101,,lader,CTTROT,,4400,EUCU 456146 5,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,20864,45PW,2944819,,2.25,,,,,366101,,lader,CTTROT,,4400,EUCU 458489 8,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,22279,45PW,2944813,,2.25,,,,,366101,,lader,CTTROT,,4400,PVDU 108303 6,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,22776,45PW,2945139,,2.25,,,,,366101,,lader,CTTROT,,4400,EUCU 458213 3,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,22935,45PW,2945113,,2.25,,,,,366101,,lader,CTTROT,,4400,SANU 752338 4,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,23000,20TK,2944742,,1,,,,,366101,,lader,CTTROT,,4000,PCCU 272001 3,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,23516,45PW,2944809,,2.25,,,,,366101,,lader,CTTROT,,4400,BGFU 973211 3,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,23634,45PW,2944803,,2.25,,,,,366101,,lader,CTTROT,,4400,PVDU 113257 3,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,23651,45PW,2944811,,2.25,,,,,366101,,lader,CTTROT,,4400,BGFU 972162 8,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,24000,20TK,2944347,,1,,,,,366101,,lader,CTTROT,,4000,PCVU 288012 6,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,24000,20TK,2944745,,1,,,,,366101,,lader,CTTROT,,4000,BIDU 491131 8,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,24000,22TK,2944758,,1.1,,,,,366101,,lader,CTTROT,,4800,EUVU 041533 0,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,25000,20TK,2944738,,1,,,,,366101,,lader,CTTROT,,4000,NWBU 010524 1,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,25000,20TK,2944741,,1,,,,,366101,,lader,CTTROT,,4000,PCVU 260008 2,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,25320,30TK,2945827,,1.5,,,,,366101,,lader,CTTROT,,2800,NWBU 083257 5,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,25500,30TK,2945826,,1.5,,,,,366101,,lader,CTTROT,,2800,NWBU 083256 0,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,25520,20TK,2944739,,1,,,,,366101,,lader,CTTROT,,4000,SEGU 813535 7,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,25520,20TK,2945067,,1,,,,,366101,,lader,CTTROT,,4000,SEGU 813533 6,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,25520,20TK,2945068,,1,,,,,366101,,lader,CTTROT,,4000,SEGU 813534 1,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,26100,20DV,2944752,,1,,,,,366101,,lader,CTTROT,,2300,IPXU 373342 3,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,26100,20DV,2945867,,1,,,,,366101,,lader,CTTROT,,2300,TDTU 058258 0,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,27000,20TK,2944730,,1,,,,,366101,,lader,CTTROT,,4000,NWBU 010520 0,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,27000,20TK,2944731,,1,,,,,366101,,lader,CTTROT,,4000,NWBU 990500 8,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,27000,20TK,2944735,,1,,,,,366101,,lader,CTTROT,,4000,DHIU 184131 8,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,27540,30BU,2944788,,1.5,,,,,366101,,lader,CTTROT,,3300,BUKU 466179 5,,,,221,11,1
,,CTTROT20210211POL-C,,,,,,28000,20TK,2944734,,1,,,,,366101,,lader,CTTROT,,4000,KRIU 226007 9,,,,221,11,1
